domain,agency,status,redirect,https,dot_gov,www
nrc-gateway.gov,"Nuclear Regulatory Commission",200,"https://mapx.nrc-gateway.gov/",true,true,true
nbrc.gov,"Northern Border Regional Commission",200,"https://www.nbrc.gov/",true,true,true
igorville.gov,"Non-Federal Agency",500,"http://www.igorville.gov/",false,true,false
oge.gov,"Office of Government Ethics",500,"http://www.oge.gov/",false,true,false
itrd.gov,"Networking Information Technology Research and Development",500,"http://www.itrd.gov/",false,true,false
ntsb.gov,"National Transportation Safety Board",200,"https://www.ntsb.gov/Pages/home.aspx",true,true,true
nscai.gov,"National Security Commission on Artificial Intelligence",404,"http://www.nscai.gov/",false,true,false
nitrd.gov,"Networking Information Technology Research and Development",200,"https://www.nitrd.gov/",true,true,true
usap.gov,"National Science Foundation",200,"https://www.usap.gov/",true,true,true
sac.gov,"National Science Foundation",200,"https://www.sac.gov/index.htm",true,true,true
research.gov,"National Science Foundation",200,"https://www.research.gov/research-web/",true,true,true
nsf.gov/staff,"National Science Foundation",403,"https://www.nsf.gov/staff",true,true,false
new.nsf.gov,"National Science Foundation",200,"https://www.nsf.gov/",true,true,false
arctic.gov,"National Science Foundation",200,"https://www.arctic.gov/",true,true,true
nmb.gov,"National Mediation Board",200,"https://nmb.gov/",true,true,false
nlrb.gov,"National Labor Relations Board",200,"https://www.nlrb.gov/",true,true,true
nigc.gov,"National Indian Gaming Commission",200,"https://www.nigc.gov/",true,true,true
neh.gov,"National Endowment for the Humanities",200,"https://www.neh.gov/",true,true,true
humanities.gov,"National Endowment for the Humanities",200,"https://www.neh.gov/",true,true,true
nea.gov,"National Endowment for the Arts",200,"https://www.arts.gov/",true,true,false
arts.gov,"National Endowment for the Arts",200,"https://www.arts.gov/",true,true,true
ncua.gov,"National Credit Union Administration",200,"https://ncua.gov/",true,true,true
mycreditunion.gov,"National Credit Union Administration",200,"https://mycreditunion.gov/",true,true,true
nga.gov,"National Gallery of Art",200,"https://www.nga.gov/",true,true,false
ncd.gov,"National Council on Disability",200,"https://www.ncd.gov/",true,true,true
ncpc.gov,"National Capital Planning Commission",200,"https://www.ncpc.gov//",true,true,true
webharvest.gov,"National Archives and Records Administration",200,"https://webharvest.gov/",true,true,true
trumpwhitehouse.gov,"National Archives and Records Administration",200,"https://trumpwhitehouse.archives.gov/",true,true,true
wartimecontracting.gov,"National Archives and Records Administration",200,"https://cybercemetery.unt.edu/cwc/20110929213815/http:/www.wartimecontracting.gov/",true,true,true
trumplibrary.gov,"National Archives and Records Administration",200,"https://www.trumplibrary.gov/",true,true,true
recordsmanagement.gov,"National Archives and Records Administration",200,"https://www.archives.gov/records-mgmt",true,true,true
trumanlibrary.gov,"National Archives and Records Administration",200,"https://www.trumanlibrary.gov/",true,true,true
reaganlibrary.gov,"National Archives and Records Administration",200,"https://www.reaganlibrary.gov/",true,true,true
obamawhitehouse.gov,"National Archives and Records Administration",200,"https://obamawhitehouse.archives.gov/",true,true,true
ourdocuments.gov,"National Archives and Records Administration",200,"https://www.archives.gov/milestone-documents/list",true,true,true
obamalibrary.gov,"National Archives and Records Administration",200,"https://www.obamalibrary.gov/",true,true,true
nixonlibrary.gov,"National Archives and Records Administration",200,"https://www.nixonlibrary.gov/",true,true,true
nara.gov,"National Archives and Records Administration",200,"https://www.archives.gov/",true,true,true
lbjlibrary.gov,"National Archives and Records Administration",200,"https://lbjlibrary.archives.gov/",true,true,true
jimmycarterlibrary.gov,"National Archives and Records Administration",200,"https://www.jimmycarterlibrary.gov/",true,true,true
jfklibrary.gov,"National Archives and Records Administration",200,"https://jfklibrary.archives.gov/",true,true,true
history.gov,"National Archives and Records Administration",200,"https://historyhub.history.gov/",true,true,true
georgewbushlibrary.gov,"National Archives and Records Administration",200,"https://www.georgewbushlibrary.gov/",true,true,true
frc.gov,"National Archives and Records Administration",200,"https://www.archives.gov/frc",true,true,true
fordlibrarymuseum.gov,"National Archives and Records Administration",200,"https://www.fordlibrarymuseum.gov/",true,true,true
emergency-federal-register.gov,"National Archives and Records Administration",200,"https://www.archives.gov/federal-register",true,true,true
fcic.gov,"National Archives and Records Administration",200,"https://cybercemetery.unt.edu/fcic/20110310172443/http:/fcic.gov/",true,true,true
eisenhowerlibrary.gov,"National Archives and Records Administration",200,"https://www.eisenhowerlibrary.gov/",true,true,true
dd214.gov,"National Archives and Records Administration",200,"https://www.archives.gov/veterans",true,true,true
clintonlibrary.gov,"National Archives and Records Administration",200,"https://www.clintonlibrary.gov/",true,true,true
bush41library.gov,"National Archives and Records Administration",200,"https://bush41library.archives.gov/",true,true,true
archives.gov,"National Archives and Records Administration",200,"https://www.archives.gov/",true,true,true
911commission.gov,"National Archives and Records Administration",200,"https://911commission.gov/",true,true,false
9-11commission.gov,"National Archives and Records Administration",200,"https://9-11commission.gov/",true,true,false
scijinks.gov,"National Aeronautics and Space Administration",200,"https://scijinks.gov/",true,true,true
nasa.gov,"National Aeronautics and Space Administration",200,"https://www.nasa.gov/",true,true,true
earth.gov,"National Aeronautics and Space Administration",200,"https://earth.gov/",true,true,true
globe.gov,"National Aeronautics and Space Administration",200,"https://www.globe.gov/",true,true,true
udall.gov,"Morris K. Udall and Stewart L. Udall Foundation",200,"https://udall.gov/",true,true,false
ecr.gov,"Morris K. Udall and Stewart L. Udall Foundation",200,"https://www.udall.gov/",true,true,false
mcc.gov,"Millennium Challenge Corporation",200,"https://www.mcc.gov/",true,true,true
usgeo.gov,"National Aeronautics and Space Administration",500,"http://www.usgeo.gov/",false,true,false
mspb.gov,"Merit Systems Protection Board",200,"https://www.mspb.gov/",true,true,true
mmc.gov,"Marine Mammal Commission",200,"https://www.mmc.gov/",true,true,true
lsc.gov,"Legal Services Corporation",200,"https://www.lsc.gov/",true,true,true
kennedy-center.gov,"John F. Kennedy Center for Performing Arts",500,"http://www.kennedy-center.gov/",false,true,false
jusfc.gov,"Japan-US Friendship Commission",200,"https://jusfc.gov/",true,true,false
jamesmadison.gov,"James Madison Memorial Fellowship Foundation",200,"https://www.jamesmadison.gov/",true,true,true
pcah.gov,"Institute of Museum and Library Services",500,"http://www.pcah.gov/",false,true,false
mcctest.gov,"Millennium Challenge Corporation",500,"http://www.mcctest.gov/",false,true,false
informationliteracy.gov,"Institute of Museum and Library Services",500,"http://www.informationliteracy.gov/",false,true,false
truman.gov,"Harry S. Truman Scholarship Foundation",200,"https://www.truman.gov/",true,true,true
restorethegulf.gov,"Gulf Coast Ecosystem Restoration Council",200,"https://restorethegulf.gov/",true,true,false
vote.gov,"General Services Administration",200,"https://vote.gov/",true,true,false
ussm.gov,"General Services Administration",200,"https://ussm.gsa.gov/",true,true,true
usagov.gov,"General Services Administration",200,"https://www.usa.gov/",true,true,true
iaf.gov,"Inter-American Foundation",500,"http://www.iaf.gov/",false,true,false
usability.gov,"General Services Administration",200,"https://digital.gov/topics/usability/",true,true,true
usa.gov,"General Services Administration",200,"https://www.usa.gov/",true,true,true
us.gov,"General Services Administration",200,"https://www.usa.gov/",true,true,true
imls.gov,"Institute of Museum and Library Services",500,"http://www.imls.gov/",false,true,false
statspolicy.gov,"General Services Administration",200,"https://www.statspolicy.gov/",true,true,true
section508.gov,"General Services Administration",200,"https://www.section508.gov/",true,true,true
search.gov,"General Services Administration",200,"https://search.gov/",true,true,true
sbst.gov,"General Services Administration",200,"https://sbst.gov/",true,true,false
sam.gov,"General Services Administration",200,"https://sam.gov/",true,true,false
thenamingcommission.gov,"General Services Administration",500,"http://www.thenamingcommission.gov/",false,true,false
saferfederalworkforce.gov,"General Services Administration",500,"http://www.saferfederalworkforce.gov/",false,true,false
rpa.gov,"General Services Administration",500,"http://www.rpa.gov/",false,true,false
rocis.gov,"General Services Administration",200,"https://www.rocis.gov/rocis/",true,true,true
regulations.gov,"General Services Administration",200,"https://www.regulations.gov/",true,true,true
reginfo.gov,"General Services Administration",200,"https://www.reginfo.gov/public/",true,true,true
reporting.gov,"General Services Administration",500,"http://www.reporting.gov/",false,true,false
realpropertyprofile.gov,"General Services Administration",200,"https://www.realpropertyprofile.gov/FRPPMS/s/",true,true,true
realestatesales.gov,"General Services Administration",500,"http://www.realestatesales.gov/",false,true,false
ptt.gov,"General Services Administration",500,"http://www.ptt.gov/",false,true,false
presidentialinnovationfellows.gov,"General Services Administration",200,"https://presidentialinnovationfellows.gov/",true,true,false
ppms.gov,"General Services Administration",200,"https://ppms.gov/",true,true,false
plainlanguage.gov,"General Services Administration",200,"https://www.plainlanguage.gov/",true,true,true
sftool.gov,"General Services Administration",500,"http://www.sftool.gov/",false,true,false
pki-lab.gov,"General Services Administration",500,"http://www.pki-lab.gov/",false,true,false
pif.gov,"General Services Administration",200,"https://presidentialinnovationfellows.gov/",true,true,true
pic.gov,"General Services Administration",200,"https://www.performance.gov/pic/",true,true,true
performance.gov,"General Services Administration",200,"https://www.performance.gov/",true,true,true
pcscotus.gov,"General Services Administration",500,"http://www.pcscotus.gov/",false,true,false
notify.gov,"General Services Administration",200,"https://beta.notify.gov/",true,true,true
paymentaccuracy.gov,"General Services Administration",200,"https://www.paymentaccuracy.gov/",true,true,true
ncmms.gov,"General Services Administration",500,"http://www.ncmms.gov/",false,true,false
pki.gov,"General Services Administration",500,"http://www.pki.gov/",false,true,false
login.gov,"General Services Administration",200,"https://login.gov/",true,true,false
madeinamerica.gov,"General Services Administration",200,"https://www.madeinamerica.gov/",true,true,true
kids.gov,"General Services Administration",200,"https://www.usa.gov/education?source=kids",true,true,true
itdashboard.gov,"General Services Administration",200,"https://itdashboard.gov/",true,true,false
info.gov,"General Services Administration",200,"https://www.usa.gov/contact-us",true,true,true
innovation.gov,"General Services Administration",200,"https://innovation.gov/",true,true,false
identitysandbox.gov,"General Services Administration",500,"http://www.identitysandbox.gov/",false,true,false
gsaxcess.gov,"General Services Administration",500,"http://www.gsaxcess.gov/",false,true,false
idmanagement.gov,"General Services Administration",200,"https://www.idmanagement.gov/",true,true,true
gsatest2.gov,"General Services Administration",500,"http://www.gsatest2.gov/",false,true,false
gsafleet.gov,"General Services Administration",200,"https://gsafleet.gov/",true,true,false
gsaauctions.gov,"General Services Administration",200,"https://gsaauctions.gov/",true,true,false
gsaig.gov,"General Services Administration",200,"https://gsaig.gov/",true,true,false
gsa.gov,"General Services Administration",200,"https://www.gsa.gov/",true,true,true
gsaadvantage.gov,"General Services Administration",200,"https://gsaadvantage.gov/",true,true,false
gobiernousa.gov,"General Services Administration",200,"https://www.usa.gov/es/",true,true,true
fsrs.gov,"General Services Administration",200,"https://sam.gov/fsrs",true,true,true
frpg.gov,"General Services Administration",500,"https://www.frpg.gov/",true,true,false
fsd.gov,"General Services Administration",200,"https://www.fsd.gov/gsafsd_sp",true,true,true
fpki.gov,"General Services Administration",500,"http://www.fpki.gov/",false,true,false
fpki-lab.gov,"General Services Administration",500,"http://www.fpki-lab.gov/",false,true,false
fpc.gov,"General Services Administration",200,"https://www.fpc.gov/",true,true,true
fpds.gov,"General Services Administration",200,"https://fpds.gov/",true,true,false
fleet.gov,"General Services Administration",500,"http://www.fleet.gov/",false,true,false
fmi.gov,"General Services Administration",404,"http://www.fmi.gov/",false,true,false
firstgov.gov,"General Services Administration",200,"https://www.usa.gov/",true,true,true
fedramp.gov,"General Services Administration",200,"https://www.fedramp.gov/",true,true,true
fedrooms.gov,"General Services Administration",200,"https://www.gsa.gov/travel/plan-a-trip/lodging/fedrooms",true,true,true
fedidcard.gov,"General Services Administration",200,"https://www.gsa.gov/technology/it-contract-vehicles-and-purchasing-programs/federal-credentialing-services?gsaredirect=fedidcard",true,true,true
fdms.gov,"General Services Administration",200,"https://www.fdms.gov/fdms",true,true,true
fcsm.gov,"General Services Administration",200,"https://www.fcsm.gov/",true,true,true
forms.gov,"General Services Administration",200,"https://search.usa.gov/search?affiliate=usagov_all_gov&amp;query=government%20forms",true,true,true
fbo.gov,"General Services Administration",200,"https://sam.gov/opportunities",true,true,true
fbf.gov,"General Services Administration",200,"https://acquisitiongateway.gov/forecast",true,true,true
fai.gov,"General Services Administration",200,"https://www.fai.gov/",true,true,true
fapiis.gov,"General Services Administration",200,"https://sam.gov/fapiis",true,true,true
facadatabase.gov,"General Services Administration",200,"https://www.facadatabase.gov/FACA/s/",true,true,true
faca.gov,"General Services Administration",200,"https://www.gsa.gov/policy-regulations/policy/federal-advisory-committee-management",true,true,true
fac.gov,"General Services Administration",200,"https://www.fac.gov/",true,true,true
evaluation.gov,"General Services Administration",200,"https://www.evaluation.gov/",true,true,true
esrs.gov,"General Services Administration",200,"https://www.esrs.gov/",true,true,true
digitalgov.gov,"General Services Administration",200,"https://digital.gov/",true,true,true
ecpic.gov,"General Services Administration",200,"https://digital.gov/services/folio/",true,true,true
digital.gov,"General Services Administration",200,"https://digital.gov/",true,true,true
digitaldashboard.gov,"General Services Administration",500,"http://www.digitaldashboard.gov/",false,true,false
csusop.gov,"General Services Administration",500,"http://www.csusop.gov/",false,true,false
data.gov,"General Services Administration",200,"https://data.gov/",true,true,true
fedinfo.gov,"General Services Administration",500,"http://www.fedinfo.gov/",false,true,false
consumeraction.gov,"General Services Administration",200,"https://www.usa.gov/",true,true,true
contractdirectory.gov,"General Services Administration",200,"https://contractdirectory.gov/",true,true,false
cpars.gov,"General Services Administration",200,"https://cpars.gov/",true,true,false
computersforlearning.gov,"General Services Administration",200,"https://computersforlearning.gov/",true,true,false
code.gov,"General Services Administration",200,"https://digital.gov/resources/requirements-for-achieving-efficiency-transparency-and-innovation-through-reusable-and-open-source-software/",true,true,true
cloud.gov,"General Services Administration",200,"https://cloud.gov/",true,true,false
citizenscience.gov,"General Services Administration",200,"https://www.citizenscience.gov/",true,true,true
cio.gov,"General Services Administration",200,"https://www.cio.gov/",true,true,true
challenge.gov,"General Services Administration",200,"https://www.challenge.gov/",true,true,true
cfo.gov,"General Services Administration",200,"https://www.cfo.gov/",true,true,true
cdo.gov,"General Services Administration",200,"https://www.cdo.gov/",true,true,true
buyamerican.gov,"General Services Administration",200,"https://www.madeinamerica.gov/",true,true,true
buyaccessible.gov,"General Services Administration",200,"https://www.section508.gov/art/",true,true,false
businessusa.gov,"General Services Administration",200,"https://www.usa.gov/small-business?source=busa",true,true,false
afadvantage.gov,"General Services Administration",200,"https://afadvantage.gov/",true,true,false
acquisitiongateway.gov,"General Services Administration",200,"https://acquisitiongateway.gov/",true,true,false
acquisition.gov,"General Services Administration",200,"https://www.acquisition.gov/",true,true,true
accessibility.gov,"General Services Administration",200,"https://www.section508.gov/",true,true,true
cbca.gov,"General Services Administration",500,"http://www.cbca.gov/",false,true,false
18f.gov,"General Services Administration",500,"https://18f.gsa.gov/",true,true,false
cao.gov,"General Services Administration",500,"http://www.cao.gov/",false,true,false
robodeidentidad.gov,"Federal Trade Commission",200,"https://www.robodeidentidad.gov/",true,true,true
protecciondelconsumidor.gov,"Federal Trade Commission",500,"http://www.protecciondelconsumidor.gov/",false,true,false
sentinel.gov,"Federal Trade Commission",200,"https://www.ftc.gov/enforcement/consumer-sentinel-network",true,true,true
militaryconsumer.gov,"Federal Trade Commission",200,"https://www.militaryconsumer.gov/",true,true,true
onguardonline.gov,"Federal Trade Commission",200,"https://consumer.ftc.gov/identity-theft-and-online-security/online-privacy-and-security",true,true,true
idtheft.gov,"Federal Trade Commission",200,"https://www.identitytheft.gov/",true,true,true
identitytheft.gov,"Federal Trade Commission",200,"https://www.identitytheft.gov/",true,true,true
hsr.gov,"Federal Trade Commission",200,"https://www.ftc.gov/enforcement/premerger-notification-program",true,true,true
econsumer.gov,"Federal Trade Commission",200,"https://econsumer.gov/",true,true,false
ftc.gov,"Federal Trade Commission",200,"https://www.ftc.gov/",true,true,true
dontserveteens.gov,"Federal Trade Commission",200,"https://consumer.ftc.gov/features/we-dont-serve-teens",true,true,true
donotcall.gov,"Federal Trade Commission",200,"https://www.donotcall.gov/",true,true,true
consumidor.gov,"Federal Trade Commission",200,"https://consumidor.gov/",true,true,true
consumersentinel.gov,"Federal Trade Commission",200,"https://consumersentinel.gov/",true,true,false
consumer.gov,"Federal Trade Commission",200,"https://consumer.gov/",true,true,true
tsptest.gov,"Federal Retirement Thrift Investment Board",500,"http://www.tsptest.gov/",false,true,false
400yaahc.gov,"General Services Administration",500,"https://www.400yaahc.gov/",true,true,false
frtibtest.gov,"Federal Retirement Thrift Investment Board",500,"http://www.frtibtest.gov/",false,true,false
alertaenlinea.gov,"Federal Trade Commission",200,"https://consumidor.ftc.gov/robo-de-identidad-y-seguridad-en-linea/privacidad-y-seguridad-en-linea",true,true,true
tsp.gov,"Federal Retirement Thrift Investment Board",403,"https://www.tsp.gov/",true,true,false
frtib.gov,"Federal Retirement Thrift Investment Board",200,"https://www.frtib.gov/",true,true,true
exploretsp.gov,"Federal Retirement Thrift Investment Board",500,"https://www.exploretsp.gov/",true,true,false
newmoney.gov,"Federal Reserve Board of Governors",500,"http://www.newmoney.gov/",false,true,false
frs.gov,"Federal Reserve Board of Governors",500,"http://www.frs.gov/",false,true,false
ffiec.gov,"Federal Reserve Board of Governors",403,"https://www.ffiec.gov/",true,true,false
fedres.gov,"Federal Reserve Board of Governors",500,"http://www.fedres.gov/",false,true,false
uscurrency.gov,"Federal Reserve Board of Governors",200,"https://www.uscurrency.gov/index.html",true,true,true
fedpartnership.gov,"Federal Reserve Board of Governors",200,"https://www.fedpartnership.gov/",true,true,false
federalreserveconsumerhelp.gov,"Federal Reserve Board of Governors",200,"https://www.federalreserveconsumerhelp.gov/",true,true,false
federalreserve.gov,"Federal Reserve Board of Governors",200,"https://www.federalreserve.gov/",true,true,true
fbiic.gov,"Federal Reserve Board of Governors",403,"https://www.fbiic.gov/",true,true,false
billetes.gov,"Federal Reserve Board of Governors",200,"https://www.uscurrency.gov/es",true,true,true
frb.gov,"Federal Reserve Board of Governors",500,"http://www.frb.gov/",false,true,false
fmshrc.gov,"Federal Mine Safety and Health Review Commission",200,"https://fmshrc.gov/",true,true,false
fmcs.gov,"Federal Mediation and Conciliation Service",500,"https://www.fmcs.gov/",true,true,false
adr.gov,"Federal Mediation and Conciliation Service",500,"http://www.adr.gov/",false,true,false
fmc.gov,"Federal Maritime Commission",200,"https://www.fmc.gov/",true,true,true
permitting.gov,"Federal Permitting Improvement Steering Council",500,"https://www.permitting.gov/",true,true,false
flra.gov,"Federal Labor Relations Authority",200,"http://www.flra.gov/",false,true,true
fpisc.gov,"Federal Permitting Improvement Steering Council",500,"https://www.permitting.gov/",true,true,false
fhfaoig.gov,"Federal Housing Finance Agency",200,"https://www.fhfaoig.gov/",true,true,true
mortgagetranslations.gov,"Federal Housing Finance Agency",200,"https://www.fhfa.gov/mortgage-translations",true,true,false
fhfa.gov,"Federal Housing Finance Agency",200,"https://www.fhfa.gov/",true,true,true
fec.gov,"Federal Election Commission",200,"https://www.fec.gov/",true,true,true
ferc.gov,"Federal Energy Regulatory Commission",200,"https://ferc.gov/",true,true,false
ofia.gov,"Federal Deposit Insurance Corporation",200,"https://www.ofia.gov/",true,true,false
fdicseguro.gov,"Federal Deposit Insurance Corporation",200,"https://www.fdic.gov/espanol",true,true,true
fdicig.gov,"Federal Deposit Insurance Corporation",500,"http://www.fdicig.gov/",false,true,false
fdicoig.gov,"Federal Deposit Insurance Corporation",200,"https://www.fdicoig.gov/",true,true,true
fdic.gov,"Federal Deposit Insurance Corporation",200,"https://fdic.gov/",true,true,false
fdicconnect.gov,"Federal Deposit Insurance Corporation",500,"http://www.fdicconnect.gov/",false,true,false
economicinclusion.gov,"Federal Deposit Insurance Corporation",500,"http://www.economicinclusion.gov/",false,true,false
getinternet.gov,"Federal Communications Commission",200,"https://getinternet.gov/apply",true,true,false
fcc.gov,"Federal Communications Commission",200,"https://www.fcc.gov/",true,true,true
broadbandmap.gov,"Federal Communications Commission",200,"https://broadbandmap.fcc.gov/",true,true,true
affordableconnectivity.gov,"Federal Communications Commission",200,"https://affordableconnectivity.gov/",true,true,false
acpbenefit.gov,"Federal Communications Commission",200,"https://www.affordableconnectivity.gov/",true,true,true
myfdic.gov,"Federal Deposit Insurance Corporation",500,"http://www.myfdic.gov/",false,true,false
accedeainternet.gov,"Federal Communications Commission",200,"https://www.getinternet.gov/apply?ln=U3BhbmlzaA%3D%3D&awsl=accedeainternet",true,true,true
exim.gov,"Export/Import Bank of the U.S.",200,"https://exim.gov/",true,true,false
fca.gov,"Farm Credit Administration",200,"https://www.fca.gov/",true,true,true
whitehousedrugpolicy.gov,"Executive Office of the President",500,"http://www.whitehousedrugpolicy.gov/",false,true,false
fcsic.gov,"Farm Credit Administration",200,"https://www.fcsic.gov/",true,true,true
whitehouse.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/",true,true,true
wh.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/",true,true,true
ustr.gov,"Executive Office of the President",200,"https://ustr.gov/",true,true,false
usds.gov,"Executive Office of the President",200,"https://www.usds.gov/",true,true,true
usdigitalservice.gov,"Executive Office of the President",200,"https://www.usds.gov/",true,true,true
unitedwestand.gov,"Executive Office of the President",500,"http://www.unitedwestand.gov/",false,true,false
reprorights.gov,"Executive Office of the President",500,"http://www.reprorights.gov/",false,true,false
reproductiverights.gov,"Executive Office of the President",500,"http://www.reproductiverights.gov/",false,true,false
reproductiveaccess.gov,"Executive Office of the President",500,"http://www.reproductiveaccess.gov/",false,true,false
reproaccess.gov,"Executive Office of the President",500,"http://www.reproaccess.gov/",false,true,false
publicserviceloanforgiveness.gov,"Executive Office of the President",500,"http://www.publicserviceloanforgiveness.gov/",false,true,false
pslf.gov,"Executive Office of the President",500,"http://www.pslf.gov/",false,true,false
pitctestdomain.gov,"Executive Office of the President",500,"http://www.pitctestdomain.gov/",false,true,false
pci.gov,"Executive Office of the President",500,"http://www.pci.gov/",false,true,false
pitc.gov,"Executive Office of the President",500,"http://www.pitc.gov/",false,true,false
ostp.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/",true,true,true
ondcp.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/",true,true,true
quantum.gov,"Executive Office of the President",200,"https://www.quantum.gov/",true,true,true
omb.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/omb/?utm_source=omb.gov",true,true,true
nepa.gov,"Executive Office of the President",200,"https://ceq.doe.gov/",true,true,true
nano.gov,"Executive Office of the President",200,"https://www.nano.gov/",true,true,true
investinginamerica.gov,"Executive Office of the President",500,"http://www.investinginamerica.gov/",false,true,false
investinamerica.gov,"Executive Office of the President",500,"http://www.investinamerica.gov/",false,true,false
invest.gov,"Executive Office of the President",500,"http://www.invest.gov/",false,true,false
max.gov,"Executive Office of the President",200,"https://portal.max.gov/portal/home",true,true,true
invertir.gov,"Executive Office of the President",500,"http://www.invertir.gov/",false,true,false
eop.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/",true,true,true
environmentaljustice.gov,"Executive Office of the President",500,"http://www.environmentaljustice.gov/",false,true,false
ej.gov,"Executive Office of the President",500,"http://www.ej.gov/",false,true,false
crisisnextdoor.gov,"Executive Office of the President",500,"http://www.crisisnextdoor.gov/",false,true,false
cleanenergy.gov,"Executive Office of the President",500,"http://www.cleanenergy.gov/",false,true,false
childtaxcredit.gov,"Executive Office of the President",500,"http://www.childtaxcredit.gov/",false,true,false
buildbackbetter.gov,"Executive Office of the President",500,"http://www.buildbackbetter.gov/",false,true,false
build.gov,"Executive Office of the President",500,"http://www.build.gov/",false,true,false
budget.gov,"Executive Office of the President",500,"http://www.budget.gov/",false,true,false
earmarks.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/omb/",true,true,true
ai.gov,"Executive Office of the President",200,"https://www.whitehouse.gov/",true,true,true
eeoc.gov,"Equal Employment Opportunity Commission",200,"https://www.eeoc.gov/",true,true,true
urbanwaters.gov,"Environmental Protection Agency",200,"https://www.epa.gov/urbanwaterspartners",true,true,true
sustainability.gov,"Environmental Protection Agency",200,"https://www.sustainability.gov/",true,true,true
relocatefeds.gov,"Environmental Protection Agency",200,"https://www.epa.gov/relocatefeds",true,true,true
greengov.gov,"Environmental Protection Agency",500,"https://www.greengov.gov/",true,true,false
frtr.gov,"Environmental Protection Agency",200,"https://frtr.gov/",true,true,false
foiaonline.gov,"Environmental Protection Agency",500,"http://www.foiaonline.gov/",false,true,false
fedcenter.gov,"Environmental Protection Agency",200,"http://www.fedcenter.gov/",false,true,false
epaoig.gov,"Environmental Protection Agency",200,"https://www.epaoig.gov/",true,true,true
epa.gov,"Environmental Protection Agency",200,"https://www.epa.gov/",true,true,true
glnpo.gov,"Environmental Protection Agency",500,"http://www.glnpo.gov/",false,true,false
energystar.gov,"Environmental Protection Agency",200,"https://www.energystar.gov/",true,true,true
cbi-epa.gov,"Environmental Protection Agency",500,"http://www.cbi-epa.gov/",false,true,false
airnow.gov,"Environmental Protection Agency",200,"https://www.airnow.gov/",true,true,false
votebymail.gov,"Election Assistance Commission",200,"https://www.eac.gov/voters/national-mail-voter-registration-form",true,true,true
helpamericavote.gov,"Election Assistance Commission",200,"https://www.eac.gov/help-america-vote",true,true,false
eac.gov,"Election Assistance Commission",200,"https://www.eac.gov/",true,true,true
ugov.gov,"Director of National Intelligence",500,"http://www.ugov.gov/",false,true,false
osis.gov,"Director of National Intelligence",500,"http://www.osis.gov/",false,true,false
odni.gov,"Director of National Intelligence",200,"https://www.odni.gov/",true,true,true
nctc.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/nctc-home",true,true,true
airknowledge.gov,"Environmental Protection Agency",500,"http://www.airknowledge.gov/",false,true,false
ncsc.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/ncsc-home",true,true,true
intelligence.gov,"Director of National Intelligence",200,"https://www.intelligence.gov/",true,true,true
ise.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/",true,true,true
intel.gov,"Director of National Intelligence",200,"https://www.intel.gov/",true,true,true
icjointduty.gov,"Director of National Intelligence",200,"https://www.dni.gov/index.php/careers/joint-duty",true,true,true
iarpa.gov,"Director of National Intelligence",200,"https://www.iarpa.gov/",true,true,true
intelink.gov,"Director of National Intelligence",500,"http://www.intelink.gov/",false,true,false
famep.gov,"Director of National Intelligence",500,"http://www.famep.gov/",false,true,false
iarpa-ideas.gov,"Director of National Intelligence",200,"https://iarpa-ideas.gov/client/signin.aspx",true,true,false
dni.gov,"Director of National Intelligence",200,"https://www.dni.gov/",true,true,true
workplace.gov,"Department of the Treasury",500,"http://www.workplace.gov/",false,true,false
wizard.gov,"Department of the Treasury",200,"https://treasurydirect.gov/savings-bonds/savings-bond-calculator/",true,true,true
ustreas.gov,"Department of the Treasury",200,"https://home.treasury.gov/",true,true,true
ncix.gov,"Director of National Intelligence",500,"http://www.ncix.gov/",false,true,false
usmint.gov,"Department of the Treasury",403,"https://www.usmint.gov/",true,true,false
usaspending.gov,"Department of the Treasury",200,"https://www.usaspending.gov/",true,true,true
usdebitcard.gov,"Department of the Treasury",200,"https://www.usdebitcard.gov/",true,true,true
ce-ncsc.gov,"Director of National Intelligence",500,"http://www.ce-ncsc.gov/",false,true,false
ttlplus.gov,"Department of the Treasury",500,"http://www.ttlplus.gov/",false,true,false
ttbonline.gov,"Department of the Treasury",200,"https://my.ttb.gov/",true,true,true
ttb.gov,"Department of the Treasury",200,"https://www.ttb.gov/",true,true,false
treasuryscams.gov,"Department of the Treasury",200,"https://www.treasurydirect.gov/laws-and-regulations/fraud/",true,true,true
treasuryhunt.gov,"Department of the Treasury",200,"https://www.treasurydirect.gov/savings-bonds/treasury-hunt/?utm_source=newsletter&utm_medium=allmail&utm_campaign=MUD_spring&utm_id=MUD7",true,true,true
treasurydirect.gov,"Department of the Treasury",200,"https://treasurydirect.gov/",true,true,false
treasuryauctions.gov,"Department of the Treasury",200,"https://treasuryauctions.gov/",true,true,false
